"Function","Agency","Fund Type","FP Category","Fund","Subfund","Subfund Name","2025-26  Estimates","2024-25  Estimates","2023-24  Actuals","2022-23  Actuals","2021-22  Actuals","2020-21  Actuals","2019-20  Actuals","2018-19  Actuals","2017-18  Actuals","2016-17  Actuals","2015-16  Actuals","2014-15  Actuals","2013-14  Actuals","2012-13  Actuals","2011-12  Actuals","2010-11  Actuals","2009-10  Actuals","2008-09  Actuals","2007-08  Actuals","2006-07  Actuals","2005-06  Actuals","2004-05  Actuals","2003-04  Actuals","2002-03  Actuals","2001-02  Actuals","2000-01  Actuals","1999-00  Actuals","1998-99  Actuals","1997-98  Actuals","1996-97  Actuals","1995-96  Actuals","1994-95  Actuals"
"General Government","General Services, Office of","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","65000.0","128000.0","500000.0","25000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","237000.0","687000.0","0.0","0.0","0.0","0.0","0.0","19000.0","112000.0"
"General Government","General Services, Office of","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","4884000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","819000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","8463000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Federal","Assistance and Grants","Federal USDA / Food and Nutrition Services Fund","25000","Fed USDA/FNS","250000.0","250000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","219000.0","261000.0","302000.0","299000.0","316000.0","295000.0","294000.0"
"General Government","General Services, Office of","Special Revenue Funds - Federal","Non-Personal Service","Federal USDA / Food and Nutrition Services Fund","25000","Fed USDA/FNS","17193000.0","17193000.0","18707000.0","15737000.0","25168000.0","27545000.0","11590000.0","10150000.0","8062000.0","8439000.0","6843000.0","5834000.0","5794000.0","5032000.0","6249000.0","5446000.0","4960000.0","5193000.0","5013000.0","4896000.0","6024000.0","6087000.0","4588000.0","4019000.0","4265000.0","3607000.0","4084000.0","3091000.0","3684000.0","1762000.0","2941000.0","2795000.0"
"General Government","General Services, Office of","Special Revenue Funds - Federal","Non-Personal Service","Federal USDA / Food and Nutrition Services Fund","250FS","Federal Stimulu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1831000.0","3061000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Fringe Benefits","Combined Expendable Trust","20120","Spec Events","65000.0","20000.0","249000.0","151000.0","67000.0","78000.0","158000.0","2000.0","0.0","1000.0","24000.0","12000.0","0.0","0.0","0.0","0.0","0.0","34000.0","4000.0","6000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2000.0","28000.0","34000.0","20000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Indirect Costs","Combined Expendable Trust","20120","Spec Events","3000.0","1000.0","10000.0","7000.0","3000.0","4000.0","9000.0","0.0","0.0","0.0","1000.0","1000.0","0.0","0.0","0.0","0.0","0.0","12000.0","1000.0","2000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Combined Expendable Trust","20120","Spec Events","915000.0","893000.0","1264000.0","1267000.0","369000.0","39000.0","79000.0","0.0","1000.0","37000.0","756000.0","671000.0","593000.0","291000.0","314000.0","183000.0","195000.0","350000.0","474000.0","660000.0","550000.0","446000.0","384000.0","384000.0","325000.0","537000.0","508000.0","285000.0","238000.0","253000.0","243000.0","135000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Personal Service","Combined Expendable Trust","20120","Spec Events","97000.0","30000.0","379000.0","250000.0","115000.0","131000.0","175000.0","36000.0","36000.0","48000.0","38000.0","28000.0","0.0","0.0","0.0","0.0","0.0","160000.0","213000.0","58000.0","4000.0","42000.0","37000.0","47000.0","36000.0","42000.0","34000.0","29000.0","0.0","52000.0","129000.0","106000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Combined Expendable Trust","20193","CSEC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Combined Expendable Trust","201F1","Women Vet Monum","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","249000.0","50000.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","219BU","Land Utilizatio","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","111000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","219BU","Land Utilizatio","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","219DG","Ch Columbus Cel","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","219YL","OGS Bldg Admin","2182000.0","2139000.0","2924000.0","2689000.0","2334000.0","2378000.0","4318000.0","0.0","0.0","7000.0","1834000.0","1843000.0","1743000.0","1185000.0","1212000.0","991000.0","1232000.0","1335000.0","1125000.0","1251000.0","934000.0","996000.0","734000.0","783000.0","635000.0","401000.0","401000.0","366000.0","267000.0","453000.0","317000.0","5000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","219YL","OGS Bldg Admin","105000.0","103000.0","119000.0","131000.0","105000.0","107000.0","229000.0","0.0","0.0","0.0","86000.0","92000.0","96000.0","65000.0","88000.0","75000.0","110000.0","121000.0","93000.0","103000.0","82000.0","97000.0","100000.0","80000.0","0.0","56000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","219YL","OGS Bldg Admin","5237000.0","5110000.0","3044000.0","3491000.0","2074000.0","1048000.0","4064000.0","81000.0","193000.0","359000.0","3529000.0","3656000.0","3305000.0","2907000.0","3512000.0","3220000.0","2767000.0","3147000.0","3614000.0","2531000.0","2381000.0","2480000.0","2042000.0","3087000.0","3019000.0","8407000.0","2150000.0","2159000.0","2354000.0","2113000.0","2312000.0","2467000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","219YL","OGS Bldg Admin","3247000.0","3184000.0","4544000.0","4081000.0","3757000.0","3969000.0","3991000.0","3229000.0","2433000.0","3307000.0","3308000.0","3043000.0","2767000.0","2362000.0","2466000.0","2653000.0","2455000.0","2620000.0","2826000.0","2548000.0","2382000.0","2447000.0","2146000.0","1987000.0","2043000.0","1717000.0","1271000.0","1352000.0","1240000.0","1194000.0","1085000.0","1128000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","219YN","OGS Std & Purch","633000.0","621000.0","551000.0","614000.0","398000.0","543000.0","497000.0","536000.0","369000.0","399000.0","731000.0","353000.0","462000.0","349000.0","283000.0","299000.0","431000.0","461000.0","431000.0","425000.0","298000.0","253000.0","185000.0","203000.0","212000.0","112000.0","101000.0","95000.0","85000.0","142000.0","168000.0","76000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","219YN","OGS Std & Purch","30000.0","30000.0","22000.0","30000.0","18000.0","25000.0","27000.0","26000.0","16000.0","18000.0","33000.0","18000.0","26000.0","19000.0","22000.0","22000.0","38000.0","42000.0","35000.0","34000.0","26000.0","25000.0","25000.0","21000.0","0.0","16000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","219YN","OGS Std & Purch","7078000.0","2028000.0","839000.0","1051000.0","828000.0","1556000.0","1372000.0","1559000.0","1553000.0","2315000.0","1554000.0","1179000.0","1126000.0","1119000.0","3263000.0","844000.0","1055000.0","969000.0","935000.0","919000.0","1091000.0","969000.0","442000.0","748000.0","610000.0","326000.0","374000.0","430000.0","690000.0","580000.0","763000.0","978000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","219YN","OGS Std & Purch","943000.0","924000.0","857000.0","940000.0","634000.0","902000.0","786000.0","695000.0","731000.0","710000.0","1269000.0","630000.0","710000.0","682000.0","651000.0","711000.0","799000.0","1047000.0","875000.0","1001000.0","644000.0","618000.0","566000.0","580000.0","618000.0","571000.0","320000.0","349000.0","311000.0","342000.0","343000.0","320000.0"
"General Government","General Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","22124","Cuba Lake Mgmt","217000.0","217000.0","163000.0","163000.0","163000.0","169000.0","163000.0","163000.0","163000.0","163000.0","163000.0","163000.0","167000.0","175000.0","175000.0","175000.0","175000.0","175000.0","172000.0","167000.0","164000.0","160000.0","159000.0","150000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Capital Projects Funds - Federal","Capital Projects","Federal Capital Projects","313DD","Fed Grants-Cap","4426000.0","23597000.0","23988000.0","16314000.0","14471000.0","2718000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","30000","Capital Project","5700000.0","7514000.0","4519000.0","5880000.0","2804000.0","5801000.0","5947000.0","2321000.0","711000.0","0.0","0.0","0.0","0.0","0.0","0.0","2883000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Capital Projects Funds - Other","Assistance and Grants","Capital Projects Fund","300CC","CPF - Auth Bond","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","511000.0","1202000.0","784000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","300CC","CPF - Auth Bond","0.0","0.0","0.0","84330000.0","73507000.0","89650000.0","71073000.0","71652000.0","97252000.0","86184000.0","95282000.0","30763000.0","18379000.0","0.0","0.0","0.0","0.0","126000.0","55000.0","258000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Capital Projects Funds - Other","Capital Projects","Capital Projects Fund","300PE","CPF-Proc Eligib","183947000.0","157600000.0","82308000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Capital Projects Funds - Other","Capital Projects","Miscellaeous Capital Projects Fund","32215","IT Capital Fina","0.0","0.0","0.0","-48000.0","3616000.0","6752000.0","3990000.0","-3623000.0","4868000.0","36000.0","29000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","General Fund","Assistance and Grants","Local Assistance Account","10000","Local Assistnce","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","171000.0","884000.0","299000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","General Fund","Non-Personal Service","State Operations Account","10050","State Purposes","406862000.0","375154000.0","321823000.0","317083000.0","280081000.0","234873000.0","243613000.0","245523000.0","245983000.0","249823000.0","222376000.0","148419000.0","85718000.0","12621000.0","8502000.0","10810000.0","11895000.0","10982000.0","11672000.0","10163000.0","12804000.0","13297000.0","25456000.0","38744000.0","42996000.0","39656000.0","41251000.0","1174000.0","193000.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","General Fund","Personal Service","State Operations Account","10050","State Purposes","407129000.0","366068000.0","328965000.0","282207000.0","276530000.0","299727000.0","296582000.0","299018000.0","289994000.0","298543000.0","283573000.0","277996000.0","134370000.0","46893000.0","10456000.0","11208000.0","10571000.0","10256000.0","9741000.0","8837000.0","7985000.0","6915000.0","7281000.0","8463000.0","7059000.0","3844000.0","1438000.0","870000.0","283000.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Fringe Benefits","Federal Health and Human Services Fund","25100","Federal HHS","0.0","0.0","370000.0","151000.0","395000.0","174000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Indirect Costs","Federal Health and Human Services Fund","25100","Federal HHS","0.0","0.0","17000.0","7000.0","16000.0","8000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Non-Personal Service","Federal Health and Human Services Fund","25100","Federal HHS","0.0","0.0","6230000.0","4081000.0","3862000.0","1707000.0","1143000.0","0.0","2841000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Personal Service","Federal Health and Human Services Fund","25100","Federal HHS","0.0","0.0","707000.0","241000.0","644000.0","308000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","234000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","0.0","0.0","116000.0","14950000.0","23000.0","176000.0","138000.0","291000.0","285000.0","587000.0","435000.0","1287000.0","0.0","0.0","0.0","4354000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","437000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","14772000.0","273000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","102039000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","26251000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","21992","Critical Infras","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","21992","Critical Infras","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","21992","Critical Infras","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","195000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","21992","Critical Infras","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","219WX","Millennium Comp","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7533000.0","20501000.0","14596000.0","2508000.0","0.0","0.0","0.0"
"General Government","Information Technology Services, Office of","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","219WX","Millennium Comp","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","495000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","General Fund","Non-Personal Service","State Operations Account","10050","State Purposes","2342000.0","1814000.0","1502000.0","1279000.0","1050000.0","986000.0","958000.0","935000.0","943000.0","1346000.0","831000.0","852000.0","317000.0","524000.0","325000.0","114000.0","285000.0","760000.0","881000.0","201000.0","149000.0","35000.0","364000.0","171000.0","244000.0","726000.0","301000.0","721000.0","1292000.0","627000.0","324000.0","311000.0"
"General Government","Inspector General, Office of the","General Fund","Personal Service","State Operations Account","10050","State Purposes","9399000.0","8877000.0","7663000.0","6346000.0","4138000.0","5063000.0","5423000.0","5909000.0","6223000.0","5833000.0","6230000.0","6217000.0","6117000.0","5269000.0","5067000.0","5519000.0","5767000.0","5700000.0","5237000.0","4194000.0","4297000.0","4101000.0","4040000.0","3888000.0","4529000.0","4378000.0","3815000.0","3700000.0","2994000.0","1101000.0","735000.0","1282000.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25300","Fed Oper Grant","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","168000.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Federal","Fringe Benefits","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","490000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Federal","Non-Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","5000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Federal","Personal Service","Federal Miscellaneous Operating Grants Fund","25542","Cares Act","0.0","0.0","0.0","0.0","849000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Other","Fringe Benefits","Miscellaneous State Special Revenue","219IG","Ins Genl Operns","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","151000.0","154000.0","186000.0","262000.0","269000.0","305000.0","375000.0","234000.0","202000.0","59000.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","219IG","Ins Genl Operns","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11000.0","13000.0","21000.0","23000.0","26000.0","30000.0","0.0","33000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","219IG","Ins Genl Operns","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","217000.0","234000.0","52000.0","275000.0","38000.0","25000.0","50000.0","0.0","28000.0","9000.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Other","Personal Service","Miscellaneous State Special Revenue","219IG","Ins Genl Operns","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1263000.0","789000.0","620000.0","698000.0","1001000.0","877000.0","1022000.0","693000.0","371000.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Other","Indirect Costs","Miscellaneous State Special Revenue","22011","Public Service","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","22011","Public Service","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17000.0","17000.0","17000.0","17000.0","28000.0","28000.0","0.0","28000.0","28000.0","28000.0","0.0","25000.0","25000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Inspector General, Office of the","Special Revenue Funds - Other","Non-Personal Service","Miscellaneous State Special Revenue","22095","IG Szd Assets","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53000.0","10000.0","-42000.0","42000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"General Government","Labor Management Committees","General Fund","General State Charges","State Operations Account","10050","State Purposes","5412000.0","5306000.0","7766000.0","5231000.0","1680000.0","267000.0","6386000.0","5821000.0","5857000.0","2850000.0","678000.0","115000.0","4792000.0","3340000.0","2548000.0","4345000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
